aria,line,name,name_k,previous_next,latitude_longitude,address,postcode,trangit
東北,JR奥羽本線,後三年,ごさんねん,"
横手	飯詰	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.32.30.800N39.21.43.500&ZM=8&SZ=672,120",仙北郡美郷町飯詰,0191234,"
奥羽本線
"
東北,JR奥羽本線,飯詰,いいづめ,"
後三年	大曲（秋田）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.31.7.800N39.24.11.600&ZM=8&SZ=672,120",仙北郡美郷町上深井,0191236,"
奥羽本線
"
東北,JR奥羽本線,大曲（秋田）,おおまがり,"
飯詰	神宮寺	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.28.58.500N39.27.46.700&ZM=8&SZ=672,120",大仙市大曲通町,0140027,"
奥羽本線
田沢湖線
"
東北,JR奥羽本線,神宮寺,じんぐうじ,"
大曲（秋田）	刈和野	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.25.45.300N39.29.33.200&ZM=8&SZ=672,120",大仙市神宮寺,0191701,"
奥羽本線
"
東北,JR奥羽本線,刈和野,かりわの,"
神宮寺	峰吉川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.31.800N39.32.42.400&ZM=8&SZ=672,120",大仙市刈和野,0192112,"
奥羽本線
"
東北,JR奥羽本線,峰吉川,みねよしかわ,"
刈和野	羽後境	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.19.35.100N39.33.49.700&ZM=8&SZ=672,120",大仙市協和峰吉川,0192431,"
奥羽本線
"
東北,JR奥羽本線,羽後境,うごさかい,"
峰吉川	大張野	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.19.26.200N39.36.59.100&ZM=8&SZ=672,120",大仙市協和境,0192411,"
奥羽本線
"
東北,JR奥羽本線,大張野,おおばりの,"
羽後境	和田	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.16.39.500N39.39.38.800&ZM=8&SZ=672,120",秋田市河辺神内,0192631,"
奥羽本線
"
東北,JR奥羽本線,和田,わだ,"
大張野	四ッ小屋	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.13.19.500N39.38.53.100&ZM=8&SZ=672,120",秋田市河辺和田,0192601,"
奥羽本線
"
東北,JR奥羽本線,四ッ小屋,よつごや,"
和田	秋田	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.8.54.200N39.39.30.600&ZM=8&SZ=672,120",秋田市四ツ小屋,0101417,"
奥羽本線
"
東北,JR奥羽本線,秋田,あきた,"
四ッ小屋	泉外旭川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.7.58.900N39.42.52.100&ZM=8&SZ=672,120",秋田市中通,0100001,"
奥羽本線
男鹿線
羽越本線
"
東北,JR奥羽本線,泉外旭川,いずみそとあさひかわ,"
秋田	土崎	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.6.59.400N39.44.6.200&ZM=8&SZ=672,120",秋田市泉菅野,010-0817,"
奥羽本線
男鹿線
"
東北,JR奥羽本線,上飯島,かみいいじま,"
土崎	追分（秋田）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.18.600N39.46.35.300&ZM=8&SZ=672,120",秋田市飯島鼠田,0110913,"
奥羽本線
男鹿線
"
東北,JR奥羽本線,追分（秋田）,おいわけ,"
上飯島	大久保（秋田）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.3.40.100N39.48.25.700&ZM=8&SZ=672,120",秋田市金足追分,0100126,"
奥羽本線
男鹿線
"
東北,JR奥羽本線,大久保（秋田）,おおくぼ,"
追分（秋田）	羽後飯塚	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.3.59.200N39.52.5.300&ZM=8&SZ=672,120",潟上市昭和大久保,0181401,"
奥羽本線
"
東北,JR奥羽本線,羽後飯塚,うごいいづか,"
大久保（秋田）	井川さくら	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.36.300N39.53.46.400&ZM=8&SZ=672,120",潟上市飯田川飯塚,0181504,"
奥羽本線
"
東北,JR奥羽本線,井川さくら,いかわさくら,"
羽後飯塚	八郎潟	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.46.000N39.54.33.200&ZM=8&SZ=672,120",南秋田郡井川町浜井川,0181516,"
奥羽本線
"
東北,JR奥羽本線,八郎潟,はちろうがた,"
井川さくら	鯉川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.54.900N39.56.42.300&ZM=8&SZ=672,120",南秋田郡八郎潟町中田,0181614,"
奥羽本線
"
東北,JR奥羽本線,鯉川,こいかわ,"
八郎潟	鹿渡	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.51.600N39.59.36.900&ZM=8&SZ=672,120",山本郡三種町天瀬川,0182102,"
奥羽本線
"
東北,JR奥羽本線,鹿渡,かど,"
鯉川	森岳	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.5.9.400N40.2.30.900&ZM=8&SZ=672,120",山本郡三種町鹿渡,0182104,"
奥羽本線
"
東北,JR奥羽本線,森岳,もりたけ,"
鹿渡	北金岡	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.27.300N40.6.1.700&ZM=8&SZ=672,120",山本郡三種町森岳,0182303,"
奥羽本線
"
東北,JR奥羽本線,北金岡,きたかなおか,"
森岳	東能代	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.0.500N40.8.20.900&ZM=8&SZ=672,120",山本郡三種町志戸橋,0182301,"
奥羽本線
"
東北,JR奥羽本線,東能代,ひがしのしろ,"
北金岡	鶴形	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.4.8.800N40.11.19.900&ZM=8&SZ=672,120",能代市鰄渕,0160121,"
五能線
奥羽本線
"
東北,JR奥羽本線,鶴形,つるがた,"
東能代	富根	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.7.18.600N40.12.4.400&ZM=8&SZ=672,120",能代市鶴形,0160131,"
奥羽本線
"
東北,JR奥羽本線,富根,とみね,"
鶴形	二ッ井	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.10.34.900N40.12.54.800&ZM=8&SZ=672,120",能代市二ツ井町飛根,0183122,"
奥羽本線
"
東北,JR奥羽本線,二ッ井,ふたつい,"
富根	前山	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.14.20.400N40.12.35.300&ZM=8&SZ=672,120",能代市二ツ井町太田面,0183143,"
奥羽本線
"
東北,JR奥羽本線,前山,まえやま,"
二ッ井	鷹ノ巣	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.18.56.800N40.12.43.100&ZM=8&SZ=672,120",北秋田市前山,0183342,"
奥羽本線
"
東北,JR奥羽本線,鷹ノ巣,たかのす,"
前山	糠沢	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.21.300N40.13.45.500&ZM=8&SZ=672,120",北秋田市松葉町,0183321,"
奥羽本線
"
東北,JR奥羽本線,糠沢,ぬかざわ,"
鷹ノ巣	早口	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.24.3.300N40.14.52.600&ZM=8&SZ=672,120",北秋田市綴子,0183301,"
奥羽本線
"
東北,JR奥羽本線,早口,はやぐち,"
糠沢	下川沿	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.27.4.800N40.16.7.700&ZM=8&SZ=672,120",大館市早口,0183505,"
奥羽本線
"
東北,JR奥羽本線,下川沿,しもかわぞい,"
早口	大館	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.30.2.100N40.16.25.400&ZM=8&SZ=672,120",大館市川口,0170878,"
奥羽本線
"
東北,JR奥羽本線,大館,おおだて,"
下川沿	白沢（秋田）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.33.33.600N40.17.7.300&ZM=8&SZ=672,120",大館市御成町,0170044,"
奥羽本線
花輪線
"
東北,JR奥羽本線,白沢（秋田）,しらさわ,"
大館	陣場	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.35.43.200N40.20.8.100&ZM=8&SZ=672,120",大館市白沢,0170002,"
奥羽本線
"
東北,JR奥羽本線,陣場,じんば,"
白沢（秋田）	津軽湯の沢	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.36.40.500N40.23.46.800&ZM=8&SZ=672,120",大館市長走,0170001,"
奥羽本線
"
東北,JR奥羽本線,津軽湯の沢,つがるゆのさわ,"
陣場	碇ヶ関	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.38.8.800N40.26.21.700&ZM=8&SZ=672,120",平川市碇ケ関折橋,0380101,"
奥羽本線
"
東北,JR奥羽本線,碇ヶ関,いかりがせき,"
津軽湯の沢	長峰	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.37.33.300N40.28.34.700&ZM=8&SZ=672,120",平川市碇ケ関高田,0380101,"
奥羽本線
"
東北,JR奥羽本線,長峰,ながみね,"
碇ヶ関	大鰐温泉	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.36.23.600N40.30.48.800&ZM=8&SZ=672,120",南津軽郡大鰐町長峰,0380202,"
奥羽本線
"
東北,JR奥羽本線,大鰐温泉,おおわにおんせん,"
長峰	石川（ＪＲ）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.34.15.200N40.31.7.700&ZM=8&SZ=672,120",南津軽郡大鰐町大鰐,0380211,"
奥羽本線
"
東北,JR奥羽本線,石川（ＪＲ）,いしかわ,"
大鰐温泉	弘前	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.32.3.300N40.33.12.200&ZM=8&SZ=672,120",弘前市石川,0368124,"
奥羽本線
"
東北,JR奥羽本線,弘前,ひろさき,"
石川（ＪＲ）	撫牛子	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.29.18.200N40.35.50.200&ZM=8&SZ=672,120",弘前市表町,0368096,"
五能線
奥羽本線
弘南鉄道弘南線
"
東北,JR奥羽本線,撫牛子,ないじょうし,"
弘前	川部	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.30.4.900N40.37.7.800&ZM=8&SZ=672,120",弘前市撫牛子,0368075,"
五能線
奥羽本線
"
東北,JR奥羽本線,川部,かわべ,"
撫牛子	北常盤	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.31.30.600N40.38.39.800&ZM=8&SZ=672,120",南津軽郡田舎館村川部,0381141,"
五能線
奥羽本線
"
東北,JR奥羽本線,北常盤,きたときわ,"
川部	浪岡	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.32.49.600N40.40.4.400&ZM=8&SZ=672,120",南津軽郡藤崎町常盤,0381214,"
奥羽本線
"
東北,JR奥羽本線,浪岡,なみおか,"
北常盤	大釈迦	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.35.3.800N40.42.27.800&ZM=8&SZ=672,120",青森市浪岡浪岡,0381311,"
奥羽本線
"
東北,JR奥羽本線,大釈迦,だいしゃか,"
浪岡	鶴ヶ坂	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.35.28.600N40.45.14.500&ZM=8&SZ=672,120",青森市浪岡大釈迦,0381301,"
奥羽本線
"
東北,JR奥羽本線,鶴ヶ坂,つるがさか,"
大釈迦	津軽新城	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.38.19.200N40.47.18.600&ZM=8&SZ=672,120",青森市鶴ケ坂,0380045,"
奥羽本線
"
東北,JR奥羽本線,津軽新城,つがるしんじょう,"
鶴ヶ坂	新青森	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.40.29.700N40.49.30.700&ZM=8&SZ=672,120",青森市新城,0380042,"
奥羽本線
"
東北,JR奥羽本線,新青森,しんあおもり,"
津軽新城	青森	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.41.49.300N40.49.29.600&ZM=8&SZ=672,120",青森市石江,0380003,"
奥羽本線
東北・北海道新幹線
"
東北,JR奥羽本線,青森,あおもり,"
新青森		","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.44.18.100N40.49.33.800&ZM=8&SZ=672,120",青森市柳川,0380012,"
奥羽本線
津軽海峡線
津軽線
青い森鉄道
"
東北,JR山形線,福島（福島）,ふくしま,"
	笹木野	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.27.48.000N37.45.5.400&ZM=8&SZ=672,120",福島市栄町,9608031,"
山形線
東北・北海道新幹線
東北本線
福島交通飯坂線
阿武隈急行
"
東北,JR山形線,笹木野,ささきの,"
福島（福島）	庭坂	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.25.46.100N37.45.46.500&ZM=8&SZ=672,120",福島市笹木野,9608057,"
山形線
"
東北,JR山形線,庭坂,にわさか,"
笹木野	板谷	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.23.35.200N37.46.6.800&ZM=8&SZ=672,120",福島市町庭坂,9602261,"
山形線
"
東北,JR山形線,板谷,いたや,"
庭坂	峠	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.16.18.700N37.48.29.700&ZM=8&SZ=672,120",米沢市板谷,9921331,"
山形線
"
東北,JR山形線,峠,とうげ,"
板谷	大沢（山形）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.14.21.200N37.48.32.800&ZM=8&SZ=672,120",米沢市大沢,9921303,"
山形線
"
東北,JR山形線,大沢（山形）,おおさわ,"
峠	関根	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.12.12.500N37.50.3.800&ZM=8&SZ=672,120",米沢市大沢,9921303,"
山形線
"
東北,JR山形線,関根,せきね,"
大沢（山形）	米沢	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.8.58.200N37.51.41.800&ZM=8&SZ=672,120",米沢市関根,9921205,"
山形線
"
東北,JR山形線,米沢,よねざわ,"
関根	置賜	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.7.54.200N37.54.22.600&ZM=8&SZ=672,120",米沢市駅前,9920027,"
山形線
米坂線
"
東北,JR山形線,置賜,おいたま,"
米沢	高畠	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.8.45.200N37.57.4.100&ZM=8&SZ=672,120",米沢市浅川,9920112,"
山形線
"
東北,JR山形線,高畠,たかはた,"
置賜	赤湯	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.9.22.200N37.59.21.600&ZM=8&SZ=672,120",東置賜郡高畠町福沢,9992174,"
山形線
"
東北,JR山形線,赤湯,あかゆ,"
高畠	中川（山形）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.9.8.200N38.2.39.400&ZM=8&SZ=672,120",南陽市郡山,9992241,"
山形線
山形鉄道フラワー長井線
"
東北,JR山形線,中川（山形）,なかがわ,"
赤湯	羽前中山	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.12.24.500N38.5.25.300&ZM=8&SZ=672,120",南陽市小岩沢,9992203,"
山形線
"
東北,JR山形線,羽前中山,うぜんなかやま,"
中川（山形）	かみのやま温泉	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.13.19.400N38.7.16.100&ZM=8&SZ=672,120",上山市中山,9993246,"
山形線
"
東北,JR山形線,かみのやま温泉,かみのやまおんせん,"
羽前中山	茂吉記念館前	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.16.55.200N38.8.57.200&ZM=8&SZ=672,120",上山市矢来,9993134,"
山形線
"
東北,JR山形線,茂吉記念館前,もきちきねんかんまえ,"
かみのやま温泉	蔵王	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.18.5.400N38.10.5.200&ZM=8&SZ=672,120",上山市弁天,9993161,"
山形線
"
東北,JR山形線,蔵王,ざおう,"
茂吉記念館前	山形	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.18.24.700N38.12.10.500&ZM=8&SZ=672,120",山形市松原,9902313,"
山形線
"
東北,JR山形線,山形,やまがた,"
蔵王	北山形	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.19.50.800N38.14.43.100&ZM=8&SZ=672,120",山形市香澄町,9900039,"
仙山線
山形線
左沢線
"
東北,JR山形線,北山形,きたやまがた,"
山形	羽前千歳	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.20.9.600N38.15.46.800&ZM=8&SZ=672,120",山形市宮町,9900057,"
仙山線
山形線
左沢線
"
東北,JR山形線,羽前千歳,うぜんちとせ,"
北山形	南出羽	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.20.43.700N38.17.4.100&ZM=8&SZ=672,120",山形市長町,9900811,"
仙山線
山形線
"
東北,JR山形線,南出羽,みなみでわ,"
羽前千歳	漆山（山形）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.20.53.600N38.18.0.600&ZM=8&SZ=672,120",山形市七浦,9902171,"
山形線
"
東北,JR山形線,漆山（山形）,うるしやま,"
南出羽	高擶	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.21.3.700N38.18.41.700&ZM=8&SZ=672,120",山形市漆山,9902161,"
山形線
"
東北,JR山形線,高擶,たかたま,"
漆山（山形）	天童南	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.21.44.400N38.19.40.800&ZM=8&SZ=672,120",天童市長岡,9940066,"
山形線
"
東北,JR山形線,天童南,てんどうみなみ,"
高擶	天童	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.9.600N38.20.23.100&ZM=8&SZ=672,120",天童市南町,9940049,"
山形線
"
東北,JR山形線,天童,てんどう,"
天童南	乱川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.22.100N38.21.25.600&ZM=8&SZ=672,120",天童市本町,9940034,"
山形線
"
東北,JR山形線,乱川,みだれがわ,"
天童	神町	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.41.200N38.23.1.900&ZM=8&SZ=672,120",天童市乱川,9940002,"
山形線
"
東北,JR山形線,神町,じんまち,"
乱川	さくらんぼ東根	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.54.600N38.24.33.800&ZM=8&SZ=672,120",東根市神町中央,9993763,"
山形線
"
東北,JR山形線,さくらんぼ東根,さくらんぼひがしね,"
神町	東根	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.23.3.200N38.25.31.700&ZM=8&SZ=672,120",東根市蟹沢,9993716,"
山形線
"
東北,JR山形線,東根,ひがしね,"
さくらんぼ東根	村山（山形）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.23.14.800N38.26.52.700&ZM=8&SZ=672,120",東根市東根甲,9993701,"
山形線
"
東北,JR山形線,村山（山形）,むらやま,"
東根	袖崎	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.23.23.300N38.28.26.900&ZM=8&SZ=672,120",村山市楯岡新町,9950033,"
山形線
"
東北,JR山形線,袖崎,そでさき,"
村山（山形）	大石田	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.23.40.900N38.32.43.300&ZM=8&SZ=672,120",村山市土生田,9950001,"
山形線
"
東北,JR山形線,大石田,おおいしだ,"
袖崎	北大石田	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.43.500N38.35.34.300&ZM=8&SZ=672,120",北村山郡大石田町大石田,9994111,"
山形線
"
東北,JR山形線,北大石田,きたおおいしだ,"
大石田	芦沢	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.22.28.400N38.37.36.200&ZM=8&SZ=672,120",北村山郡大石田町鷹巣,9994101,"
山形線
"
東北,JR山形線,芦沢,あしさわ,"
北大石田	舟形	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.21.51.700N38.39.9.500&ZM=8&SZ=672,120",尾花沢市芦沢,9994554,"
山形線
"
東北,JR山形線,舟形,ふながた,"
芦沢	新庄	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.19.10.100N38.41.19.600&ZM=8&SZ=672,120",最上郡舟形町舟形,9994601,"
山形線
"
東北,JR山形線,新庄,しんじょう,"
舟形		","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E140.18.34.600N38.45.35.400&ZM=8&SZ=672,120",新庄市多門町,9960024,"
奥羽本線
山形線
陸羽東線
陸羽西線
"
東北,JR羽越本線,新津,にいつ,"
	京ヶ瀬	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.7.27.900N37.47.50.900&ZM=8&SZ=672,120",新潟市秋葉区新津本町,9560864,"
信越本線
磐越西線
羽越本線
"
東北,JR羽越本線,京ヶ瀬,きょうがせ,"
新津	水原	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.10.54.200N37.48.52.700&ZM=8&SZ=672,120",阿賀野市小河原,9592134,"
羽越本線
"
東北,JR羽越本線,水原,すいばら,"
京ヶ瀬	神山	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.13.13.900N37.50.1.300&ZM=8&SZ=672,120",阿賀野市下条町,9592026,"
羽越本線
"
東北,JR羽越本線,神山,かみやま,"
水原	月岡（新潟）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.14.52.900N37.51.35.700&ZM=8&SZ=672,120",阿賀野市榎船渡,9591968,"
羽越本線
"
東北,JR羽越本線,月岡（新潟）,つきおか,"
神山	中浦	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.16.32.600N37.53.11.100&ZM=8&SZ=672,120",新発田市本田,9592335,"
羽越本線
"
東北,JR羽越本線,中浦,なかうら,"
月岡（新潟）	新発田	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.18.21.300N37.54.32.900&ZM=8&SZ=672,120",新発田市下飯塚,9592331,"
羽越本線
"
東北,JR羽越本線,新発田,しばた,"
中浦	加治	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.20.18.200N37.56.27.900&ZM=8&SZ=672,120",新発田市諏訪町,9570055,"
白新線
羽越本線
"
東北,JR羽越本線,加治,かじ,"
新発田	金塚	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.21.42.500N37.58.24.900&ZM=8&SZ=672,120",新発田市下中,9592451,"
羽越本線
"
東北,JR羽越本線,中条,なかじょう,"
金塚	平木田	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.24.4.600N38.2.48.800&ZM=8&SZ=672,120",胎内市表町,9592631,"
羽越本線
"
東北,JR羽越本線,平木田,ひらきだ,"
中条	坂町	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.25.52.100N38.5.29.700&ZM=8&SZ=672,120",胎内市平木田,9592614,"
羽越本線
"
東北,JR羽越本線,坂町,さかまち,"
平木田	平林（新潟）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.26.56.800N38.6.58.700&ZM=8&SZ=672,120",村上市坂町,9593132,"
米坂線
羽越本線
"
東北,JR羽越本線,平林（新潟）,ひらばやし,"
坂町	岩船町	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.27.44.400N38.8.49.800&ZM=8&SZ=672,120",村上市宿田,9593435,"
羽越本線
"
東北,JR羽越本線,岩船町,いわふねまち,"
平林（新潟）	村上（新潟）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.27.46.600N38.10.50.400&ZM=8&SZ=672,120",村上市小口川,9593446,"
羽越本線
"
東北,JR羽越本線,村上（新潟）,むらかみ,"
岩船町	間島	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.27.59.400N38.13.0.900&ZM=8&SZ=672,120",村上市田端町,9580854,"
羽越本線
"
東北,JR羽越本線,間島,まじま,"
村上（新潟）	越後早川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.27.12.900N38.16.12.200&ZM=8&SZ=672,120",村上市間島,9580005,"
羽越本線
"
東北,JR羽越本線,越後早川,えちごはやかわ,"
間島	桑川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.27.13.500N38.18.48.900&ZM=8&SZ=672,120",村上市早川,9580002,"
羽越本線
"
東北,JR羽越本線,桑川,くわがわ,"
越後早川	今川（新潟）	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.27.44.100N38.22.20.300&ZM=8&SZ=672,120",村上市桑川,9593665,"
羽越本線
"
東北,JR羽越本線,今川（新潟）,いまがわ,"
桑川	越後寒川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.28.18.100N38.24.26.300&ZM=8&SZ=672,120",村上市今川,9593662,"
羽越本線
"
東北,JR羽越本線,越後寒川,えちごかんがわ,"
今川（新潟）	勝木	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.29.35.600N38.26.45.200&ZM=8&SZ=672,120",村上市寒川,9593653,"
羽越本線
"
東北,JR羽越本線,勝木,がつぎ,"
越後寒川	府屋	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.31.14.900N38.29.14.500&ZM=8&SZ=672,120",村上市勝木,9593942,"
羽越本線
"
東北,JR羽越本線,府屋,ふや,"
勝木	鼠ヶ関	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.32.2.400N38.30.37.900&ZM=8&SZ=672,120",村上市府屋,9593907,"
羽越本線
"
東北,JR羽越本線,鼠ヶ関,ねずがせき,"
府屋	小岩川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.33.7.800N38.33.9.800&ZM=8&SZ=672,120",鶴岡市鼠ケ関,9997126,"
羽越本線
"
東北,JR羽越本線,小岩川,こいわがわ,"
鼠ヶ関	あつみ温泉	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.34.11.200N38.35.15.600&ZM=8&SZ=672,120",鶴岡市小岩川,9997122,"
羽越本線
"
東北,JR羽越本線,あつみ温泉,あつみおんせん,"
小岩川	五十川	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.35.30.400N38.37.17.500&ZM=8&SZ=672,120",鶴岡市温海,9997205,"
羽越本線
"
東北,JR羽越本線,五十川,いらがわ,"
あつみ温泉	小波渡	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.37.10.100N38.40.3.800&ZM=8&SZ=672,120",鶴岡市五十川,9997207,"
羽越本線
"
東北,JR羽越本線,小波渡,こばと,"
五十川	三瀬	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.39.10.200N38.41.21.900&ZM=8&SZ=672,120",鶴岡市小波渡,9997462,"
羽越本線
"
東北,JR羽越本線,三瀬,さんぜ,"
小波渡	羽前水沢	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.40.36.700N38.41.47.400&ZM=8&SZ=672,120",鶴岡市三瀬,9997463,"
羽越本線
"
東北,JR羽越本線,羽前水沢,うぜんみずさわ,"
三瀬	羽前大山	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.44.6.200N38.42.38.300&ZM=8&SZ=672,120",鶴岡市大広,9997543,"
羽越本線
"
東北,JR羽越本線,羽前大山,うぜんおおやま,"
羽前水沢	鶴岡	","https://map.goo.ne.jp/s_gootransit/staticmap.php?MAP=E139.46.16.900N38.44.21.200&ZM=8&SZ=672,120",鶴岡市大山,9971124,"
羽越本線
"
